task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,87.5981684981685,87.5981684981685,87.5981684981685,87.5981684981685,42.79197369237692,42.79197369237692,20.199275219937142,20.199275219937142,20.199275219937142
object_detection,61.61848203797432,61.61848203797432,61.61848203797432,61.61848203797432,72.3205727484017,72.3205727484017,38.69332717877374,38.69332717877374,38.69332717877374
question_answering,34.00153388278388,34.00153388278388,34.00153388278388,34.00153388278388,14.665722408026756,14.665722408026756,3.6368190461506833,3.6368190461506833,3.6368190461506833
speech_recognition,576.5333333333333,576.5333333333333,576.5333333333333,576.5333333333333,215.32868686868687,215.32868686868687,22.001734248273458,22.001734248273458,22.001734248273458
