task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,79.25849587912089,79.25849587912089,79.25849587912089,79.25849587912089,43.86584950041389,43.86584950041389,43.86584950041389,16.28142404901965,16.28142404901965
object_detection,60.275907298945164,60.275907298945164,60.275907298945164,60.275907298945164,67.03759678559437,67.03759678559437,67.03759678559437,35.132622475817584,35.132622475817584
question_answering,33.6252235060691,33.6252235060691,33.6252235060691,33.6252235060691,15.847138787138789,15.847138787138789,15.847138787138789,3.701444467482203,3.701444467482203
speech_recognition,575.72,575.72,575.72,575.72,230.75851037851035,230.75851037851035,230.75851037851035,22.353500874523185,22.353500874523185
