task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,75.60595238095239,75.60595238095239,75.60595238095239,75.60595238095239,75.60595238095239,75.60595238095239,75.60595238095239,38.87359573248684,38.87359573248684,10.677252747019647
object_detection,64.75216680050582,64.75216680050582,64.75216680050582,64.75216680050582,64.75216680050582,64.75216680050582,64.75216680050582,68.99165035447643,68.99165035447643,33.941270569672994
question_answering,33.045240429505135,33.045240429505135,33.045240429505135,33.045240429505135,33.045240429505135,33.045240429505135,33.045240429505135,15.070434376374678,15.070434376374678,3.5735281511786483
speech_recognition,579.4408163265306,579.4408163265306,579.4408163265306,579.4408163265306,579.4408163265306,579.4408163265306,579.4408163265306,177.8883557312253,177.8883557312253,23.07287488492982
