task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,90.86003052503051,90.86003052503051,90.86003052503051,90.86003052503051,90.86003052503051,90.86003052503051,45.50211934439515,45.50211934439515,45.50211934439515,19.667927119478918,19.667927119478918
object_detection,72.80819554765134,72.80819554765134,72.80819554765134,72.80819554765134,72.80819554765134,72.80819554765134,81.56051805922549,81.56051805922549,81.56051805922549,43.8343614402167,43.8343614402167
question_answering,33.2795288045288,33.2795288045288,33.2795288045288,33.2795288045288,33.2795288045288,33.2795288045288,13.349275403608738,13.349275403608738,13.349275403608738,3.7428458030816953,3.7428458030816953
speech_recognition,574.6316666666667,574.6316666666667,574.6316666666667,574.6316666666667,574.6316666666667,574.6316666666667,174.0003663003663,174.0003663003663,174.0003663003663,22.297517639998656,22.297517639998656
