task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2
image_classification,75.68315036270918,75.68315036270918,75.68315036270918,75.68315036270918,75.68315036270918,75.68315036270918,75.68315036270918,75.68315036270918,75.68315036270918,75.68315036270918,75.68315036270918,75.68315036270918,31.42348555685141,31.42348555685141
object_detection,87.26882646499499,87.26882646499499,87.26882646499499,87.26882646499499,87.26882646499499,87.26882646499499,87.26882646499499,87.26882646499499,87.26882646499499,87.26882646499499,87.26882646499499,87.26882646499499,86.4143302373581,86.4143302373581
question_answering,33.03792775443511,33.03792775443511,33.03792775443511,33.03792775443511,33.03792775443511,33.03792775443511,33.03792775443511,33.03792775443511,33.03792775443511,33.03792775443511,33.03792775443511,33.03792775443511,17.477214854111406,17.477214854111406
speech_recognition,578.8493711843712,578.8493711843712,578.8493711843712,578.8493711843712,578.8493711843712,578.8493711843712,578.8493711843712,578.8493711843712,578.8493711843712,578.8493711843712,578.8493711843712,578.8493711843712,182.40894044240304,182.40894044240304
