task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,87.30599816849818,87.30599816849818,87.30599816849818,87.30599816849818,49.869146536703546,49.869146536703546,49.869146536703546,22.918161980369796,22.918161980369796,22.918161980369796
object_detection,70.5606824810952,70.5606824810952,70.5606824810952,70.5606824810952,74.95462663190695,74.95462663190695,74.95462663190695,43.97908943552619,43.97908943552619,43.97908943552619
question_answering,34.84801948051948,34.84801948051948,34.84801948051948,34.84801948051948,14.7264149280671,14.7264149280671,14.7264149280671,3.784526408235995,3.784526408235995,3.784526408235995
speech_recognition,579.7625,579.7625,579.7625,579.7625,208.71238095238095,208.71238095238095,208.71238095238095,22.17375497660339,22.17375497660339,22.17375497660339
