task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,g4dn.xlarge-1
image_classification,77.68178663003661,77.68178663003661,77.68178663003661,77.68178663003661,77.68178663003661,77.68178663003661,77.68178663003661,77.68178663003661,77.68178663003661,77.68178663003661,41.18969786535304,12.191023955247806
object_detection,79.97816301688445,79.97816301688445,79.97816301688445,79.97816301688445,79.97816301688445,79.97816301688445,79.97816301688445,79.97816301688445,79.97816301688445,79.97816301688445,81.56060606060606,39.561103130033516
question_answering,32.74455368814192,32.74455368814192,32.74455368814192,32.74455368814192,32.74455368814192,32.74455368814192,32.74455368814192,32.74455368814192,32.74455368814192,32.74455368814192,15.88940053050398,3.5629049524706304
speech_recognition,580.7307142857143,580.7307142857143,580.7307142857143,580.7307142857143,580.7307142857143,580.7307142857143,580.7307142857143,580.7307142857143,580.7307142857143,580.7307142857143,212.9080306905371,23.020348692004504
