task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,c5.2xlarge-2
image_classification,76.78004773507035,76.78004773507035,76.78004773507035,76.78004773507035,76.78004773507035,76.78004773507035,76.78004773507035,76.78004773507035,76.78004773507035,76.78004773507035,76.78004773507035,76.78004773507035,76.78004773507035,39.71817905188341,39.71817905188341
object_detection,95.66644171543723,95.66644171543723,95.66644171543723,95.66644171543723,95.66644171543723,95.66644171543723,95.66644171543723,95.66644171543723,95.66644171543723,95.66644171543723,95.66644171543723,95.66644171543723,95.66644171543723,89.69690238382188,89.69690238382188
question_answering,33.16842490842491,33.16842490842491,33.16842490842491,33.16842490842491,33.16842490842491,33.16842490842491,33.16842490842491,33.16842490842491,33.16842490842491,33.16842490842491,33.16842490842491,33.16842490842491,33.16842490842491,15.517194124711839,15.517194124711839
speech_recognition,578.9963651732883,578.9963651732883,578.9963651732883,578.9963651732883,578.9963651732883,578.9963651732883,578.9963651732883,578.9963651732883,578.9963651732883,578.9963651732883,578.9963651732883,578.9963651732883,578.9963651732883,180.79992191491039,180.79992191491039
