task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,80.09740659340659,80.09740659340659,80.09740659340659,80.09740659340659,80.09740659340659,16.028400395945976,16.028400395945976,16.028400395945976
object_detection,58.593858453780356,58.593858453780356,58.593858453780356,58.593858453780356,58.593858453780356,36.375516233822935,36.375516233822935,36.375516233822935
question_answering,33.34665762445329,33.34665762445329,33.34665762445329,33.34665762445329,33.34665762445329,3.5412454608529544,3.5412454608529544,3.5412454608529544
speech_recognition,576.4399999999999,576.4399999999999,576.4399999999999,576.4399999999999,576.4399999999999,22.346274520249203,22.346274520249203,22.346274520249203
