task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,91.46479387279388,91.46479387279388,91.46479387279388,91.46479387279388,91.46479387279388,51.426736024844715,51.426736024844715,20.74735929244959,20.74735929244959,20.74735929244959
object_detection,71.09266208292438,71.09266208292438,71.09266208292438,71.09266208292438,71.09266208292438,75.90184785498,75.90184785498,42.59972022378871,42.59972022378871,42.59972022378871
question_answering,33.59298568098568,33.59298568098568,33.59298568098568,33.59298568098568,33.59298568098568,15.306789044289042,15.306789044289042,3.7356626255817362,3.7356626255817362,3.7356626255817362
speech_recognition,577.3733333333333,577.3733333333333,577.3733333333333,577.3733333333333,577.3733333333333,222.70990259740262,222.70990259740262,22.478852566128023,22.478852566128023,22.478852566128023
