task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,75.24773809523809,28.107911236949754,28.107911236949754,28.107911236949754,28.107911236949754,10.849766339137537
object_detection,42.531922587216705,38.755359531923645,38.755359531923645,38.755359531923645,38.755359531923645,20.86264265874653
question_answering,35.15368421052632,14.898733098338363,14.898733098338363,14.898733098338363,14.898733098338363,3.411174089068826
speech_recognition,587.6678571428572,193.49801157580697,193.49801157580697,193.49801157580697,193.49801157580697,23.023145383228865
