task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,99.12086496836497,99.12086496836497,99.12086496836497,99.12086496836497,99.12086496836497,99.12086496836497,99.12086496836497,99.12086496836497,71.8121160429984,71.8121160429984,71.8121160429984,28.50449874064011,28.50449874064011,28.50449874064011
object_detection,88.76794937982274,88.76794937982274,88.76794937982274,88.76794937982274,88.76794937982274,88.76794937982274,88.76794937982274,88.76794937982274,117.97503855793329,117.97503855793329,117.97503855793329,71.8132458198537,71.8132458198537,71.8132458198537
question_answering,33.62858585858586,33.62858585858586,33.62858585858586,33.62858585858586,33.62858585858586,33.62858585858586,33.62858585858586,33.62858585858586,16.300413269507697,16.300413269507697,16.300413269507697,3.9689369201133906,3.9689369201133906,3.9689369201133906
speech_recognition,583.4916666666666,583.4916666666666,583.4916666666666,583.4916666666666,583.4916666666666,583.4916666666666,583.4916666666666,583.4916666666666,199.65936507936507,199.65936507936507,199.65936507936507,22.469089135428028,22.469089135428028,22.469089135428028
