task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,71.12064976670926,71.12064976670926,71.12064976670926,71.12064976670926,71.12064976670926,28.08983514224219,28.08983514224219,28.08983514224219
object_detection,49.04514580559922,49.04514580559922,49.04514580559922,49.04514580559922,49.04514580559922,43.984591121966425,43.984591121966425,43.984591121966425
question_answering,33.029227759679934,33.029227759679934,33.029227759679934,33.029227759679934,33.029227759679934,14.239931356429357,14.239931356429357,14.239931356429357
speech_recognition,573.0347856897145,573.0347856897145,573.0347856897145,573.0347856897145,573.0347856897145,197.87574868709643,197.87574868709643,197.87574868709643
