task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,73.26175566059757,73.26175566059757,73.26175566059757,73.26175566059757,73.26175566059757,73.26175566059757,73.26175566059757,73.26175566059757,27.144852322711483,27.144852322711483,27.144852322711483
object_detection,67.32826156213319,67.32826156213319,67.32826156213319,67.32826156213319,67.32826156213319,67.32826156213319,67.32826156213319,67.32826156213319,64.26980690043436,64.26980690043436,64.26980690043436
question_answering,32.95887563578063,32.95887563578063,32.95887563578063,32.95887563578063,32.95887563578063,32.95887563578063,32.95887563578063,32.95887563578063,15.87725128044041,15.87725128044041,15.87725128044041
speech_recognition,576.416918767507,576.416918767507,576.416918767507,576.416918767507,576.416918767507,576.416918767507,576.416918767507,576.416918767507,208.60112083847426,208.60112083847426,208.60112083847426
