task_type,t2.large-1,t2.large-2,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.00458333333333,73.00458333333333,26.35040528149642,10.517539618841692,10.517539618841692
object_detection,39.326292175316944,39.326292175316944,35.541469833119386,19.916183674127534,19.916183674127534
question_answering,32.952984607984604,32.952984607984604,14.788468519568918,3.4911152133145804,3.4911152133145804
speech_recognition,577.8599999999999,577.8599999999999,185.34666666666666,22.645126089524638,22.645126089524638
