task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,73.0646405228758,73.0646405228758,73.0646405228758,73.0646405228758,73.0646405228758,73.0646405228758,34.454484177160026,34.454484177160026,9.751986477862467
object_detection,58.4009284373774,58.4009284373774,58.4009284373774,58.4009284373774,58.4009284373774,58.4009284373774,58.50934747723541,58.50934747723541,31.430388692408293
question_answering,32.95090767247888,32.95090767247888,32.95090767247888,32.95090767247888,32.95090767247888,32.95090767247888,14.02347724662241,14.02347724662241,3.4560648649091745
speech_recognition,574.0583333333333,574.0583333333333,574.0583333333333,574.0583333333333,574.0583333333333,574.0583333333333,195.46890909090908,195.46890909090908,22.99412953060012
