task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,85.66507936507936,85.66507936507936,85.66507936507936,85.66507936507936,85.66507936507936,85.66507936507936,16.81182718890447,16.81182718890447,16.81182718890447
object_detection,66.46866114400898,66.46866114400898,66.46866114400898,66.46866114400898,66.46866114400898,66.46866114400898,37.96883832619834,37.96883832619834,37.96883832619834
question_answering,33.170144096099975,33.170144096099975,33.170144096099975,33.170144096099975,33.170144096099975,33.170144096099975,3.6440438995377953,3.6440438995377953,3.6440438995377953
speech_recognition,576.2416666666667,576.2416666666667,576.2416666666667,576.2416666666667,576.2416666666667,576.2416666666667,22.38784361493518,22.38784361493518,22.38784361493518
