task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,76.49293717486995,76.49293717486995,76.49293717486995,76.49293717486995,76.49293717486995,76.49293717486995,76.49293717486995,30.418361354364055,30.418361354364055,30.418361354364055,30.418361354364055
object_detection,66.91376362666566,66.91376362666566,66.91376362666566,66.91376362666566,66.91376362666566,66.91376362666566,66.91376362666566,67.80432157428918,67.80432157428918,67.80432157428918,67.80432157428918
question_answering,33.21938180535373,33.21938180535373,33.21938180535373,33.21938180535373,33.21938180535373,33.21938180535373,33.21938180535373,12.919364837210543,12.919364837210543,12.919364837210543,12.919364837210543
speech_recognition,577.7351648351648,577.7351648351648,577.7351648351648,577.7351648351648,577.7351648351648,577.7351648351648,577.7351648351648,185.43747674617885,185.43747674617885,185.43747674617885,185.43747674617885
