task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1
image_classification,74.46765334338863,74.46765334338863,74.46765334338863,74.46765334338863,74.46765334338863,74.46765334338863,74.46765334338863,74.46765334338863,74.46765334338863,74.46765334338863,74.46765334338863,74.46765334338863,74.46765334338863,31.213035994741197
object_detection,87.49205462623368,87.49205462623368,87.49205462623368,87.49205462623368,87.49205462623368,87.49205462623368,87.49205462623368,87.49205462623368,87.49205462623368,87.49205462623368,87.49205462623368,87.49205462623368,87.49205462623368,86.9396568627451
question_answering,32.95919867542158,32.95919867542158,32.95919867542158,32.95919867542158,32.95919867542158,32.95919867542158,32.95919867542158,32.95919867542158,32.95919867542158,32.95919867542158,32.95919867542158,32.95919867542158,32.95919867542158,16.02987263281381
speech_recognition,577.7865686274511,577.7865686274511,577.7865686274511,577.7865686274511,577.7865686274511,577.7865686274511,577.7865686274511,577.7865686274511,577.7865686274511,577.7865686274511,577.7865686274511,577.7865686274511,577.7865686274511,236.82843946105578
