task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,80.17777777777778,80.17777777777778,80.17777777777778,39.80921908116835,39.80921908116835,39.80921908116835,15.095249986558779,15.095249986558779
object_detection,56.8552182742064,56.8552182742064,56.8552182742064,57.72695977603661,57.72695977603661,57.72695977603661,30.356473368236955,30.356473368236955
question_answering,34.00802005012531,34.00802005012531,34.00802005012531,16.608503275244097,16.608503275244097,16.608503275244097,3.715248927403254,3.715248927403254
speech_recognition,577.3199999999999,577.3199999999999,577.3199999999999,190.33788766788766,190.33788766788766,190.33788766788766,22.382254035310794,22.382254035310794
