task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,80.90934065934066,80.90934065934066,36.49691404376369,36.49691404376369,17.80410642322314,17.80410642322314,17.80410642322314
object_detection,52.71889121935103,52.71889121935103,55.17162030543868,55.17162030543868,30.557299157064136,30.557299157064136,30.557299157064136
question_answering,33.13929900165194,33.13929900165194,14.028552522746072,14.028552522746072,3.7639713297111514,3.7639713297111514,3.7639713297111514
speech_recognition,575.0,575.0,175.76409090909092,175.76409090909092,22.328467877678953,22.328467877678953,22.328467877678953
