task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,g4dn.xlarge-1
image_classification,73.66672805379463,73.66672805379463,73.66672805379463,73.66672805379463,73.66672805379463,73.66672805379463,27.806309523809524,9.262426357104575
object_detection,52.22886441135589,52.22886441135589,52.22886441135589,52.22886441135589,52.22886441135589,52.22886441135589,50.77500957033327,27.00778107933481
question_answering,32.7934992146594,32.7934992146594,32.7934992146594,32.7934992146594,32.7934992146594,32.7934992146594,13.371410256410257,3.4173167178357047
speech_recognition,575.1967592592594,575.1967592592594,575.1967592592594,575.1967592592594,575.1967592592594,575.1967592592594,195.46615384615384,22.953217781530476
