task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,g4dn.xlarge-1
image_classification,74.29665178571429,74.29665178571429,74.29665178571429,74.29665178571429,74.29665178571429,74.29665178571429,74.29665178571429,74.29665178571429,29.250916918049274,10.11908068431196
object_detection,66.87137427532639,66.87137427532639,66.87137427532639,66.87137427532639,66.87137427532639,66.87137427532639,66.87137427532639,66.87137427532639,69.47323922454356,31.11193389081588
question_answering,32.82945640756303,32.82945640756303,32.82945640756303,32.82945640756303,32.82945640756303,32.82945640756303,32.82945640756303,32.82945640756303,17.681034946236558,3.498344511451003
speech_recognition,577.0420138888888,577.0420138888888,577.0420138888888,577.0420138888888,577.0420138888888,577.0420138888888,577.0420138888888,577.0420138888888,211.40278431372548,23.040970226767328
