task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,96.11078088578088,96.11078088578088,96.11078088578088,96.11078088578088,96.11078088578088,96.11078088578088,96.11078088578088,96.11078088578088,96.11078088578088,96.11078088578088,96.11078088578088,61.02450344890747,61.02450344890747,61.02450344890747,61.02450344890747,23.737140636098378
object_detection,105.50115795356749,105.50115795356749,105.50115795356749,105.50115795356749,105.50115795356749,105.50115795356749,105.50115795356749,105.50115795356749,105.50115795356749,105.50115795356749,105.50115795356749,116.40583916083918,116.40583916083918,116.40583916083918,116.40583916083918,62.18598757763975
question_answering,33.74504344140708,33.74504344140708,33.74504344140708,33.74504344140708,33.74504344140708,33.74504344140708,33.74504344140708,33.74504344140708,33.74504344140708,33.74504344140708,33.74504344140708,16.172162633585437,16.172162633585437,16.172162633585437,16.172162633585437,3.826470037219294
speech_recognition,584.5521212121212,584.5521212121212,584.5521212121212,584.5521212121212,584.5521212121212,584.5521212121212,584.5521212121212,584.5521212121212,584.5521212121212,584.5521212121212,584.5521212121212,205.39496212121213,205.39496212121213,205.39496212121213,205.39496212121213,21.84576981707317
