task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,82.2018211996337,82.2018211996337,82.2018211996337,82.2018211996337,82.2018211996337,82.2018211996337,82.2018211996337,82.2018211996337,41.75172299086338,41.75172299086338,41.75172299086338,15.751868438075334
object_detection,76.10040962512326,76.10040962512326,76.10040962512326,76.10040962512326,76.10040962512326,76.10040962512326,76.10040962512326,76.10040962512326,83.96020447291748,83.96020447291748,83.96020447291748,40.19901127019723
question_answering,33.059102496767935,33.059102496767935,33.059102496767935,33.059102496767935,33.059102496767935,33.059102496767935,33.059102496767935,33.059102496767935,16.19337204556045,16.19337204556045,16.19337204556045,3.6177990580847728
speech_recognition,580.1773809523809,580.1773809523809,580.1773809523809,580.1773809523809,580.1773809523809,580.1773809523809,580.1773809523809,580.1773809523809,195.2355190011227,195.2355190011227,195.2355190011227,22.27350653125929
