task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,95.58993018093018,95.58993018093018,95.58993018093018,95.58993018093018,95.58993018093018,95.58993018093018,95.58993018093018,95.58993018093018,95.58993018093018,95.58993018093018,51.32369219821622,51.32369219821622,23.65406523756142,23.65406523756142
object_detection,91.20853220581037,91.20853220581037,91.20853220581037,91.20853220581037,91.20853220581037,91.20853220581037,91.20853220581037,91.20853220581037,91.20853220581037,91.20853220581037,109.31978048911871,109.31978048911871,64.8470570818071,64.8470570818071
question_answering,33.328630702630704,33.328630702630704,33.328630702630704,33.328630702630704,33.328630702630704,33.328630702630704,33.328630702630704,33.328630702630704,33.328630702630704,33.328630702630704,15.993496174560246,15.993496174560246,3.912157463133073,3.912157463133073
speech_recognition,581.175,581.175,581.175,581.175,581.175,581.175,581.175,581.175,581.175,581.175,200.9664738039738,200.9664738039738,22.313080877346767,22.313080877346767
