task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,88.65728241455514,88.65728241455514,88.65728241455514,88.65728241455514,88.65728241455514,88.65728241455514,88.65728241455514,88.65728241455514,88.65728241455514,88.65728241455514,88.65728241455514,18.42186324786325,18.42186324786325
object_detection,87.2013631522206,87.2013631522206,87.2013631522206,87.2013631522206,87.2013631522206,87.2013631522206,87.2013631522206,87.2013631522206,87.2013631522206,87.2013631522206,87.2013631522206,56.48323479713135,56.48323479713135
question_answering,34.23872793872793,34.23872793872793,34.23872793872793,34.23872793872793,34.23872793872793,34.23872793872793,34.23872793872793,34.23872793872793,34.23872793872793,34.23872793872793,34.23872793872793,4.1063431217905695,4.1063431217905695
speech_recognition,582.6145454545455,582.6145454545455,582.6145454545455,582.6145454545455,582.6145454545455,582.6145454545455,582.6145454545455,582.6145454545455,582.6145454545455,582.6145454545455,582.6145454545455,22.425925505050508,22.425925505050508
