task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,77.74362637362637,77.74362637362637,77.74362637362637,77.74362637362637,36.71208860641859,36.71208860641859,36.71208860641859,36.71208860641859,13.165973716186244
object_detection,59.185708217708225,59.185708217708225,59.185708217708225,59.185708217708225,56.01629667703056,56.01629667703056,56.01629667703056,56.01629667703056,32.08171744350234
question_answering,33.64913119195047,33.64913119195047,33.64913119195047,33.64913119195047,15.768864825321652,15.768864825321652,15.768864825321652,15.768864825321652,3.58105933905276
speech_recognition,576.0482142857143,576.0482142857143,576.0482142857143,576.0482142857143,208.08153751441796,208.08153751441796,208.08153751441796,208.08153751441796,23.504425040373015
