task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,100.68253988435806,100.68253988435806,100.68253988435806,100.68253988435806,100.68253988435806,100.68253988435806,100.68253988435806,100.68253988435806,100.68253988435806,100.68253988435806,100.68253988435806,25.646811824644562,25.646811824644562,25.646811824644562
object_detection,97.6667527304599,97.6667527304599,97.6667527304599,97.6667527304599,97.6667527304599,97.6667527304599,97.6667527304599,97.6667527304599,97.6667527304599,97.6667527304599,97.6667527304599,70.54853188481052,70.54853188481052,70.54853188481052
question_answering,33.42644628099173,33.42644628099173,33.42644628099173,33.42644628099173,33.42644628099173,33.42644628099173,33.42644628099173,33.42644628099173,33.42644628099173,33.42644628099173,33.42644628099173,3.901501212855961,3.901501212855961,3.901501212855961
speech_recognition,584.3530303030303,584.3530303030303,584.3530303030303,584.3530303030303,584.3530303030303,584.3530303030303,584.3530303030303,584.3530303030303,584.3530303030303,584.3530303030303,584.3530303030303,22.566624474685646,22.566624474685646,22.566624474685646
