task_type,t2.large-1,t2.large-2,g4dn.xlarge-1
image_classification,72.53416091954023,72.53416091954023,8.354094169298598
object_detection,30.0420396676804,30.0420396676804,10.92609767682896
question_answering,33.21652095025867,33.21652095025867,3.392597742937211
speech_recognition,576.2922222222222,576.2922222222222,21.058208168642953
