task_type,t2.large-1,t2.large-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,76.89422619047619,76.89422619047619,12.859267856435537,12.859267856435537,12.859267856435537
object_detection,43.318407287157285,43.318407287157285,22.542293759922202,22.542293759922202,22.542293759922202
question_answering,33.55215484363082,33.55215484363082,3.5978467908902694,3.5978467908902694,3.5978467908902694
speech_recognition,574.825,574.825,22.274420701532378,22.274420701532378,22.274420701532378
