task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,86.24683516483518,86.24683516483518,86.24683516483518,86.24683516483518,86.24683516483518,52.72754907631069,17.507446109329184,17.507446109329184,17.507446109329184
object_detection,67.0191034940159,67.0191034940159,67.0191034940159,67.0191034940159,67.0191034940159,69.89415204678362,37.75835622500878,37.75835622500878,37.75835622500878
question_answering,33.32230284421461,33.32230284421461,33.32230284421461,33.32230284421461,33.32230284421461,14.016593687283342,3.5882408296651995,3.5882408296651995,3.5882408296651995
speech_recognition,575.27,575.27,575.27,575.27,575.27,170.12727272727273,22.45368080693356,22.45368080693356,22.45368080693356
