task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,108.9551776926777,108.9551776926777,108.9551776926777,108.9551776926777,108.9551776926777,108.9551776926777,108.9551776926777,108.9551776926777,108.9551776926777,108.9551776926777,108.9551776926777,108.9551776926777,63.527941176470584,29.936751394805675,29.936751394805675,29.936751394805675
object_detection,109.2924769183154,109.2924769183154,109.2924769183154,109.2924769183154,109.2924769183154,109.2924769183154,109.2924769183154,109.2924769183154,109.2924769183154,109.2924769183154,109.2924769183154,109.2924769183154,138.49629037629037,83.65609851277034,83.65609851277034,83.65609851277034
question_answering,33.63747474747475,33.63747474747475,33.63747474747475,33.63747474747475,33.63747474747475,33.63747474747475,33.63747474747475,33.63747474747475,33.63747474747475,33.63747474747475,33.63747474747475,33.63747474747475,14.795758145363408,4.184823213708663,4.184823213708663,4.184823213708663
speech_recognition,586.8888888888889,586.8888888888889,586.8888888888889,586.8888888888889,586.8888888888889,586.8888888888889,586.8888888888889,586.8888888888889,586.8888888888889,586.8888888888889,586.8888888888889,586.8888888888889,174.7,22.56579027064388,22.56579027064388,22.56579027064388
