task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13
image_classification,74.09686074159758,74.09686074159758,74.09686074159758,74.09686074159758,74.09686074159758,74.09686074159758,74.09686074159758,74.09686074159758,74.09686074159758,74.09686074159758,74.09686074159758,74.09686074159758,74.09686074159758
object_detection,82.88393623910135,82.88393623910135,82.88393623910135,82.88393623910135,82.88393623910135,82.88393623910135,82.88393623910135,82.88393623910135,82.88393623910135,82.88393623910135,82.88393623910135,82.88393623910135,82.88393623910135
question_answering,32.766269349845196,32.766269349845196,32.766269349845196,32.766269349845196,32.766269349845196,32.766269349845196,32.766269349845196,32.766269349845196,32.766269349845196,32.766269349845196,32.766269349845196,32.766269349845196,32.766269349845196
speech_recognition,576.2872874493927,576.2872874493927,576.2872874493927,576.2872874493927,576.2872874493927,576.2872874493927,576.2872874493927,576.2872874493927,576.2872874493927,576.2872874493927,576.2872874493927,576.2872874493927,576.2872874493927
