task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,70.94154411764706,70.94154411764706,26.214056035379382,26.214056035379382,26.214056035379382,9.244515306122448
object_detection,41.2303248016522,41.2303248016522,39.49764685516451,39.49764685516451,39.49764685516451,19.811158663271073
question_answering,32.701800976800975,32.701800976800975,14.287558161571207,14.287558161571207,14.287558161571207,3.37895775110965
speech_recognition,574.2763888888888,574.2763888888888,188.45892997233577,188.45892997233577,188.45892997233577,22.88989579510934
