task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,t2.large-15,g4dn.xlarge-1
image_classification,89.54091460391462,89.54091460391462,89.54091460391462,89.54091460391462,89.54091460391462,89.54091460391462,89.54091460391462,89.54091460391462,89.54091460391462,89.54091460391462,89.54091460391462,89.54091460391462,89.54091460391462,89.54091460391462,89.54091460391462,16.809383188957415
object_detection,113.23907216458926,113.23907216458926,113.23907216458926,113.23907216458926,113.23907216458926,113.23907216458926,113.23907216458926,113.23907216458926,113.23907216458926,113.23907216458926,113.23907216458926,113.23907216458926,113.23907216458926,113.23907216458926,113.23907216458926,69.56134781397938
question_answering,33.39170962370962,33.39170962370962,33.39170962370962,33.39170962370962,33.39170962370962,33.39170962370962,33.39170962370962,33.39170962370962,33.39170962370962,33.39170962370962,33.39170962370962,33.39170962370962,33.39170962370962,33.39170962370962,33.39170962370962,3.720409530083443
speech_recognition,581.1847619047619,581.1847619047619,581.1847619047619,581.1847619047619,581.1847619047619,581.1847619047619,581.1847619047619,581.1847619047619,581.1847619047619,581.1847619047619,581.1847619047619,581.1847619047619,581.1847619047619,581.1847619047619,581.1847619047619,21.701387629239978
