task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,84.05043853582315,84.05043853582315,84.05043853582315,84.05043853582315,84.05043853582315,84.05043853582315,84.05043853582315,84.05043853582315,84.05043853582315,84.05043853582315,84.05043853582315,84.05043853582315,84.05043853582315,43.605078336807466,43.605078336807466,43.605078336807466
object_detection,108.6865793932923,108.6865793932923,108.6865793932923,108.6865793932923,108.6865793932923,108.6865793932923,108.6865793932923,108.6865793932923,108.6865793932923,108.6865793932923,108.6865793932923,108.6865793932923,108.6865793932923,113.64762028276735,113.64762028276735,113.64762028276735
question_answering,33.11579164425318,33.11579164425318,33.11579164425318,33.11579164425318,33.11579164425318,33.11579164425318,33.11579164425318,33.11579164425318,33.11579164425318,33.11579164425318,33.11579164425318,33.11579164425318,33.11579164425318,14.059250712250712,14.059250712250712,14.059250712250712
speech_recognition,578.6430159584006,578.6430159584006,578.6430159584006,578.6430159584006,578.6430159584006,578.6430159584006,578.6430159584006,578.6430159584006,578.6430159584006,578.6430159584006,578.6430159584006,578.6430159584006,578.6430159584006,197.59537454977846,197.59537454977846,197.59537454977846
