task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,g4dn.xlarge-1
image_classification,72.54209740036364,72.54209740036364,72.54209740036364,72.54209740036364,72.54209740036364,24.235734187291936,9.077520603657579
object_detection,46.93916758259739,46.93916758259739,46.93916758259739,46.93916758259739,46.93916758259739,46.20347514554411,22.38155885742976
question_answering,33.252415437702396,33.252415437702396,33.252415437702396,33.252415437702396,33.252415437702396,13.463037350246651,3.420868429153334
speech_recognition,578.1942222222222,578.1942222222222,578.1942222222222,578.1942222222222,578.1942222222222,228.5199633069602,23.065799918139927
