task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,77.0532886904762,77.0532886904762,77.0532886904762,77.0532886904762,77.0532886904762,77.0532886904762,77.0532886904762,77.0532886904762,36.38253596245627,36.38253596245627,12.711815957025498
object_detection,70.47026590071579,70.47026590071579,70.47026590071579,70.47026590071579,70.47026590071579,70.47026590071579,70.47026590071579,70.47026590071579,73.91876187051109,73.91876187051109,38.650324281448306
question_answering,33.1826038134552,33.1826038134552,33.1826038134552,33.1826038134552,33.1826038134552,33.1826038134552,33.1826038134552,33.1826038134552,15.519550041356492,15.519550041356492,3.541016617790811
speech_recognition,577.3924107142858,577.3924107142858,577.3924107142858,577.3924107142858,577.3924107142858,577.3924107142858,577.3924107142858,577.3924107142858,185.30729535766875,185.30729535766875,23.47657258315588
