task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,90.81934953934953,90.81934953934953,90.81934953934953,90.81934953934953,90.81934953934953,90.81934953934953,90.81934953934953,90.81934953934953,90.81934953934953,90.81934953934953,90.81934953934953,90.81934953934953,47.0128789879076,47.0128789879076,19.093352561150247
object_detection,95.67450778892552,95.67450778892552,95.67450778892552,95.67450778892552,95.67450778892552,95.67450778892552,95.67450778892552,95.67450778892552,95.67450778892552,95.67450778892552,95.67450778892552,95.67450778892552,118.58952256077256,118.58952256077256,62.14595238095238
question_answering,33.28152236652237,33.28152236652237,33.28152236652237,33.28152236652237,33.28152236652237,33.28152236652237,33.28152236652237,33.28152236652237,33.28152236652237,33.28152236652237,33.28152236652237,33.28152236652237,16.525808488612835,16.525808488612835,3.7412081274207525
speech_recognition,580.8710317460318,580.8710317460318,580.8710317460318,580.8710317460318,580.8710317460318,580.8710317460318,580.8710317460318,580.8710317460318,580.8710317460318,580.8710317460318,580.8710317460318,580.8710317460318,215.82770404346257,215.82770404346257,21.63423034202944
