task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,86.88682127396413,86.88682127396413,86.88682127396413,86.88682127396413,86.88682127396413,86.88682127396413,86.88682127396413,18.691795683021287,18.691795683021287,18.691795683021287
object_detection,71.36901527219752,71.36901527219752,71.36901527219752,71.36901527219752,71.36901527219752,71.36901527219752,71.36901527219752,43.47343906214924,43.47343906214924,43.47343906214924
question_answering,33.34723966509681,33.34723966509681,33.34723966509681,33.34723966509681,33.34723966509681,33.34723966509681,33.34723966509681,3.654840736294518,3.654840736294518,3.654840736294518
speech_recognition,579.7714285714286,579.7714285714286,579.7714285714286,579.7714285714286,579.7714285714286,579.7714285714286,579.7714285714286,22.305422360356026,22.305422360356026,22.305422360356026
