task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,77.16095238095238,31.091053360789704,31.091053360789704,11.268450049946546,11.268450049946546
object_detection,40.098551512080924,37.13788642934454,37.13788642934454,20.25834014617651,20.25834014617651
question_answering,35.72385964912281,14.652934532305522,14.652934532305522,3.6182263614001178,3.6182263614001178
speech_recognition,590.76,205.8998752228164,205.8998752228164,22.759013231986035,22.759013231986035
