task_type,t2.large-1,t2.large-2,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,80.20003663003664,80.20003663003664,34.50997118560686,15.014627395873784,15.014627395873784,15.014627395873784
object_detection,47.89776252346817,47.89776252346817,43.13734244250374,26.8588904801206,26.8588904801206,26.8588904801206
question_answering,32.89696428571428,32.89696428571428,16.232080961416823,3.4480327868852454,3.4480327868852454,3.4480327868852454
speech_recognition,576.05,576.05,219.75064935064933,22.33666811318077,22.33666811318077,22.33666811318077
