task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,101.30197208774132,101.30197208774132,101.30197208774132,101.30197208774132,101.30197208774132,101.30197208774132,101.30197208774132,101.30197208774132,101.30197208774132,101.30197208774132,101.30197208774132,101.30197208774132,101.30197208774132,62.38372807017544,24.828308487378255,24.828308487378255
object_detection,111.84213426310937,111.84213426310937,111.84213426310937,111.84213426310937,111.84213426310937,111.84213426310937,111.84213426310937,111.84213426310937,111.84213426310937,111.84213426310937,111.84213426310937,111.84213426310937,111.84213426310937,128.81619047619046,76.8201438757321,76.8201438757321
question_answering,33.47438587053972,33.47438587053972,33.47438587053972,33.47438587053972,33.47438587053972,33.47438587053972,33.47438587053972,33.47438587053972,33.47438587053972,33.47438587053972,33.47438587053972,33.47438587053972,33.47438587053972,18.01529411764706,4.110123669121117,4.110123669121117
speech_recognition,580.9784615384615,580.9784615384615,580.9784615384615,580.9784615384615,580.9784615384615,580.9784615384615,580.9784615384615,580.9784615384615,580.9784615384615,580.9784615384615,580.9784615384615,580.9784615384615,580.9784615384615,210.9763492063492,22.541026765728184,22.541026765728184
