task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,73.73348039215686,73.73348039215686,73.73348039215686,73.73348039215686,73.73348039215686,73.73348039215686,28.55332715031519,28.55332715031519,28.55332715031519,28.55332715031519
object_detection,58.2909627128329,58.2909627128329,58.2909627128329,58.2909627128329,58.2909627128329,58.2909627128329,62.57563707686844,62.57563707686844,62.57563707686844,62.57563707686844
question_answering,33.000245896604255,33.000245896604255,33.000245896604255,33.000245896604255,33.000245896604255,33.000245896604255,13.620499943937443,13.620499943937443,13.620499943937443,13.620499943937443
speech_recognition,574.049536019536,574.049536019536,574.049536019536,574.049536019536,574.049536019536,574.049536019536,178.4248159173878,178.4248159173878,178.4248159173878,178.4248159173878
