task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,79.16507173382175,79.16507173382175,79.16507173382175,79.16507173382175,79.16507173382175,79.16507173382175,42.31595935903016,13.954786145988805,13.954786145988805
object_detection,62.57773233221883,62.57773233221883,62.57773233221883,62.57773233221883,62.57773233221883,62.57773233221883,71.99148629148628,33.626849961416994,33.626849961416994
question_answering,33.14707602339181,33.14707602339181,33.14707602339181,33.14707602339181,33.14707602339181,33.14707602339181,17.059062980030724,3.6745371904337114,3.6745371904337114
speech_recognition,576.5333333333334,576.5333333333334,576.5333333333334,576.5333333333334,576.5333333333334,576.5333333333334,201.67809523809524,22.373849959463467,22.373849959463467
