task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,82.5663827838828,82.5663827838828,82.5663827838828,82.5663827838828,43.19979557479557,16.994708667792793,16.994708667792793,16.994708667792793
object_detection,59.36823772195777,59.36823772195777,59.36823772195777,59.36823772195777,63.56401002506266,34.34441836219032,34.34441836219032,34.34441836219032
question_answering,33.73390576743518,33.73390576743518,33.73390576743518,33.73390576743518,16.13101851851852,3.549335057527709,3.549335057527709,3.549335057527709
speech_recognition,577.4375,577.4375,577.4375,577.4375,191.4968831168831,22.080413241367097,22.080413241367097,22.080413241367097
