task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,88.88278854478855,88.88278854478855,88.88278854478855,88.88278854478855,88.88278854478855,51.62877068789969,51.62877068789969,51.62877068789969,51.62877068789969,20.975978537133678,20.975978537133678
object_detection,72.137919319843,72.137919319843,72.137919319843,72.137919319843,72.137919319843,79.47944947372889,79.47944947372889,79.47944947372889,79.47944947372889,48.23200526935916,48.23200526935916
question_answering,33.714636252636254,33.714636252636254,33.714636252636254,33.714636252636254,33.714636252636254,14.734837126641475,14.734837126641475,14.734837126641475,14.734837126641475,3.684594266284884,3.684594266284884
speech_recognition,576.2,576.2,576.2,576.2,576.2,206.92853327228326,206.92853327228326,206.92853327228326,206.92853327228326,22.293665412610235,22.293665412610235
