task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,84.43737221112221,84.43737221112221,84.43737221112221,84.43737221112221,84.43737221112221,84.43737221112221,84.43737221112221,84.43737221112221,46.86010538992747,46.86010538992747,46.86010538992747,46.86010538992747,19.365264864016886
object_detection,78.35362026112618,78.35362026112618,78.35362026112618,78.35362026112618,78.35362026112618,78.35362026112618,78.35362026112618,78.35362026112618,93.33069251418516,93.33069251418516,93.33069251418516,93.33069251418516,52.25009655377303
question_answering,33.30373667998668,33.30373667998668,33.30373667998668,33.30373667998668,33.30373667998668,33.30373667998668,33.30373667998668,33.30373667998668,14.140003468753468,14.140003468753468,14.140003468753468,14.140003468753468,3.6995024602726465
speech_recognition,580.4166666666667,580.4166666666667,580.4166666666667,580.4166666666667,580.4166666666667,580.4166666666667,580.4166666666667,580.4166666666667,212.14368518156252,212.14368518156252,212.14368518156252,212.14368518156252,23.6810863146816
