task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,83.19110032824318,83.19110032824318,83.19110032824318,83.19110032824318,83.19110032824318,83.19110032824318,83.19110032824318,44.488880315336836,44.488880315336836,44.488880315336836,44.488880315336836,17.439881373372817
object_detection,78.04358304627608,78.04358304627608,78.04358304627608,78.04358304627608,78.04358304627608,78.04358304627608,78.04358304627608,79.92876968425999,79.92876968425999,79.92876968425999,79.92876968425999,42.44688940688941
question_answering,33.21710622710623,33.21710622710623,33.21710622710623,33.21710622710623,33.21710622710623,33.21710622710623,33.21710622710623,16.321621454230147,16.321621454230147,16.321621454230147,16.321621454230147,3.6451055183275174
speech_recognition,578.6816326530612,578.6816326530612,578.6816326530612,578.6816326530612,578.6816326530612,578.6816326530612,578.6816326530612,201.23077491498643,201.23077491498643,201.23077491498643,201.23077491498643,23.45579826504245
