task_type,t2.large-1,t2.large-2,t2.large-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,79.27659951159951,79.27659951159951,79.27659951159951,13.864161438403858,13.864161438403858,13.864161438403858
object_detection,49.68856546254949,49.68856546254949,49.68856546254949,26.161709296739993,26.161709296739993,26.161709296739993
question_answering,33.9093954248366,33.9093954248366,33.9093954248366,3.447804487179487,3.447804487179487,3.447804487179487
speech_recognition,577.2833333333333,577.2833333333333,577.2833333333333,22.14597328298102,22.14597328298102,22.14597328298102
