task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,t2.large-15
image_classification,75.22792919389978,75.22792919389978,75.22792919389978,75.22792919389978,75.22792919389978,75.22792919389978,75.22792919389978,75.22792919389978,75.22792919389978,75.22792919389978,75.22792919389978,75.22792919389978,75.22792919389978,75.22792919389978,75.22792919389978
object_detection,96.56629996108995,96.56629996108995,96.56629996108995,96.56629996108995,96.56629996108995,96.56629996108995,96.56629996108995,96.56629996108995,96.56629996108995,96.56629996108995,96.56629996108995,96.56629996108995,96.56629996108995,96.56629996108995,96.56629996108995
question_answering,33.1392964519141,33.1392964519141,33.1392964519141,33.1392964519141,33.1392964519141,33.1392964519141,33.1392964519141,33.1392964519141,33.1392964519141,33.1392964519141,33.1392964519141,33.1392964519141,33.1392964519141,33.1392964519141,33.1392964519141
speech_recognition,579.7642156862745,579.7642156862745,579.7642156862745,579.7642156862745,579.7642156862745,579.7642156862745,579.7642156862745,579.7642156862745,579.7642156862745,579.7642156862745,579.7642156862745,579.7642156862745,579.7642156862745,579.7642156862745,579.7642156862745
