task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,36.67574090430455,36.67574090430455,36.67574090430455,36.67574090430455,14.468289645459057,14.468289645459057
object_detection,42.388605034376454,42.388605034376454,42.388605034376454,42.388605034376454,25.014710376779895,25.014710376779895
question_answering,14.985680061668884,14.985680061668884,14.985680061668884,14.985680061668884,3.6179753492998215,3.6179753492998215
speech_recognition,186.75048534798535,186.75048534798535,186.75048534798535,186.75048534798535,22.102148929976686,22.102148929976686
