task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,103.59775250390635,103.59775250390635,103.59775250390635,103.59775250390635,103.59775250390635,103.59775250390635,103.59775250390635,103.59775250390635,103.59775250390635,103.59775250390635,103.59775250390635,103.59775250390635,103.59775250390635,29.871632577617003,29.871632577617003,29.871632577617003
object_detection,114.6818541427921,114.6818541427921,114.6818541427921,114.6818541427921,114.6818541427921,114.6818541427921,114.6818541427921,114.6818541427921,114.6818541427921,114.6818541427921,114.6818541427921,114.6818541427921,114.6818541427921,80.53224223832584,80.53224223832584,80.53224223832584
question_answering,33.39531468531469,33.39531468531469,33.39531468531469,33.39531468531469,33.39531468531469,33.39531468531469,33.39531468531469,33.39531468531469,33.39531468531469,33.39531468531469,33.39531468531469,33.39531468531469,33.39531468531469,3.9477428369069236,3.9477428369069236,3.9477428369069236
speech_recognition,584.7179487179487,584.7179487179487,584.7179487179487,584.7179487179487,584.7179487179487,584.7179487179487,584.7179487179487,584.7179487179487,584.7179487179487,584.7179487179487,584.7179487179487,584.7179487179487,584.7179487179487,22.85405800433565,22.85405800433565,22.85405800433565
