task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,97.95691208791209,97.95691208791209,97.95691208791209,97.95691208791209,97.95691208791209,97.95691208791209,97.95691208791209,97.95691208791209,97.95691208791209,97.95691208791209,23.339902224603204,23.339902224603204,23.339902224603204
object_detection,93.12138911914053,93.12138911914053,93.12138911914053,93.12138911914053,93.12138911914053,93.12138911914053,93.12138911914053,93.12138911914053,93.12138911914053,93.12138911914053,54.053840047632775,54.053840047632775,54.053840047632775
question_answering,34.70359607059607,34.70359607059607,34.70359607059607,34.70359607059607,34.70359607059607,34.70359607059607,34.70359607059607,34.70359607059607,34.70359607059607,34.70359607059607,4.085856679982264,4.085856679982264,4.085856679982264
speech_recognition,613.9233333333334,613.9233333333334,613.9233333333334,613.9233333333334,613.9233333333334,613.9233333333334,613.9233333333334,613.9233333333334,613.9233333333334,613.9233333333334,22.438960062202142,22.438960062202142,22.438960062202142
