task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,88.14619972619974,88.14619972619974,88.14619972619974,88.14619972619974,88.14619972619974,88.14619972619974,88.14619972619974,88.14619972619974,88.14619972619974,45.74323544820996,45.74323544820996,45.74323544820996,17.095409667387266
object_detection,80.63070570186176,80.63070570186176,80.63070570186176,80.63070570186176,80.63070570186176,80.63070570186176,80.63070570186176,80.63070570186176,80.63070570186176,93.07315351464766,93.07315351464766,93.07315351464766,49.600562770562775
question_answering,33.18906288156288,33.18906288156288,33.18906288156288,33.18906288156288,33.18906288156288,33.18906288156288,33.18906288156288,33.18906288156288,33.18906288156288,15.256043001014016,15.256043001014016,15.256043001014016,3.781107154918705
speech_recognition,579.0354497354498,579.0354497354498,579.0354497354498,579.0354497354498,579.0354497354498,579.0354497354498,579.0354497354498,579.0354497354498,579.0354497354498,203.00932128185997,203.00932128185997,203.00932128185997,21.611369351639443
