task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,91.88134324009324,91.88134324009324,91.88134324009324,91.88134324009324,91.88134324009324,91.88134324009324,91.88134324009324,91.88134324009324,52.94224216791171,52.94224216791171,52.94224216791171,22.94856336478935,22.94856336478935
object_detection,80.77045793331868,80.77045793331868,80.77045793331868,80.77045793331868,80.77045793331868,80.77045793331868,80.77045793331868,80.77045793331868,104.94721166415283,104.94721166415283,104.94721166415283,55.263687907230675,55.263687907230675
question_answering,33.575222277722276,33.575222277722276,33.575222277722276,33.575222277722276,33.575222277722276,33.575222277722276,33.575222277722276,33.575222277722276,14.730544922913344,14.730544922913344,14.730544922913344,3.814398456642727,3.814398456642727
speech_recognition,579.42125,579.42125,579.42125,579.42125,579.42125,579.42125,579.42125,579.42125,196.94371794871796,196.94371794871796,196.94371794871796,22.32457946850017,22.32457946850017
