task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,79.52671062271062,79.52671062271062,79.52671062271062,79.52671062271062,79.52671062271062,39.594320009304326,39.594320009304326,39.594320009304326,39.594320009304326,14.476368729309906
object_detection,64.98960544095281,64.98960544095281,64.98960544095281,64.98960544095281,64.98960544095281,66.81422856891393,66.81422856891393,66.81422856891393,66.81422856891393,33.52323656735422
question_answering,33.270476190476195,33.270476190476195,33.270476190476195,33.270476190476195,33.270476190476195,14.96492425816675,14.96492425816675,14.96492425816675,14.96492425816675,3.558663583511681
speech_recognition,574.1564285714286,574.1564285714286,574.1564285714286,574.1564285714286,574.1564285714286,198.5559341877817,198.5559341877817,198.5559341877817,198.5559341877817,23.44113293956118
