task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.36952380952381,73.36952380952381,73.36952380952381,36.61874643874644,10.600294803359125,10.600294803359125
object_detection,46.0521143910368,46.0521143910368,46.0521143910368,45.02968056885743,22.63514176612761,22.63514176612761
question_answering,33.73875438596491,33.73875438596491,33.73875438596491,13.5,3.493801801801802,3.493801801801802
speech_recognition,578.1466666666668,578.1466666666668,578.1466666666668,185.44166666666666,22.307279634071257,22.307279634071257
