task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,89.21761423761424,89.21761423761424,89.21761423761424,48.03053847285996,48.03053847285996,48.03053847285996,20.423931390031477,20.423931390031477,20.423931390031477
object_detection,61.43226384277059,61.43226384277059,61.43226384277059,69.01076710226207,69.01076710226207,69.01076710226207,38.519973626353625,38.519973626353625,38.519973626353625
question_answering,34.28016178266178,34.28016178266178,34.28016178266178,15.639303870043,15.639303870043,15.639303870043,3.7065378421900164,3.7065378421900164,3.7065378421900164
speech_recognition,578.5277777777778,578.5277777777778,578.5277777777778,186.09147186147186,186.09147186147186,186.09147186147186,22.416498183950726,22.416498183950726,22.416498183950726
