task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2
image_classification,72.99860837756155,72.99860837756155,72.99860837756155,72.99860837756155,72.99860837756155,72.99860837756155,72.99860837756155,72.99860837756155,28.1177326964974,28.1177326964974
object_detection,60.202240369171044,60.202240369171044,60.202240369171044,60.202240369171044,60.202240369171044,60.202240369171044,60.202240369171044,60.202240369171044,59.10149847803372,59.10149847803372
question_answering,32.92095926575332,32.92095926575332,32.92095926575332,32.92095926575332,32.92095926575332,32.92095926575332,32.92095926575332,32.92095926575332,15.18026713124274,15.18026713124274
speech_recognition,576.7256105951153,576.7256105951153,576.7256105951153,576.7256105951153,576.7256105951153,576.7256105951153,576.7256105951153,576.7256105951153,194.84474920961958,194.84474920961958
