task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,71.6442265795207,71.6442265795207,71.6442265795207,24.746197582124633,24.746197582124633,9.32760838125988
object_detection,39.974454140367456,39.974454140367456,39.974454140367456,37.3698589913141,37.3698589913141,20.743724029697624
question_answering,33.763412449619345,33.763412449619345,33.763412449619345,14.38028208966154,14.38028208966154,3.858949905543613
speech_recognition,577.8888888888889,577.8888888888889,577.8888888888889,179.32428566913126,179.32428566913126,23.105059869478776
