task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.6910119047619,74.6910119047619,32.799477680210444,32.799477680210444,11.783580881681441,11.783580881681441
object_detection,44.486979646697385,44.486979646697385,44.30478994978116,44.30478994978116,23.18149359683635,23.18149359683635
question_answering,33.074144360261265,33.074144360261265,15.738319327731094,15.738319327731094,3.654667230435755,3.654667230435755
speech_recognition,579.58,579.58,176.14291666666668,176.14291666666668,22.294307543016807,22.294307543016807
