task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,71.77245098039216,71.77245098039216,71.77245098039216,30.829682655060274,30.829682655060274,30.829682655060274,9.44727676840409
object_detection,47.65377145940713,47.65377145940713,47.65377145940713,44.14899726796796,44.14899726796796,44.14899726796796,23.48936272029863
question_answering,33.81168810916179,33.81168810916179,33.81168810916179,13.914371416938812,13.914371416938812,13.914371416938812,3.6004527373215396
speech_recognition,576.3380952380952,576.3380952380952,576.3380952380952,186.1116645962733,186.1116645962733,186.1116645962733,22.902773824583598
